feature_label,linear,mlp
vision_mean_layer_-1,0.2438205746894187,
vision_mean_layer_12,0.25032646911786804,
lm_visual_lasttok_layer_-1,0.3819568322059956,
lm_visual_lasttok_layer_16,0.34207848242834105,
lm_visual_mean_layer_-1,0.34137628010824217,
lm_visual_mean_layer_16,0.3576216069941825,
lm_answer_lasttok_layer_-1,0.33626522694496397,
lm_answer_lasttok_layer_16,0.30280661445560186,
lm_answer_mean_layer_-1,0.33410166721817447,
lm_answer_mean_layer_16,0.2707939066574083,
answer_gen_entropy_max,0.23535630392267348,
answer_gen_entropy_mean,0.23539776909858623,
answer_gen_entropy_min,0.23505599268362032,
answer_gen_entropy_std,0.23523874126427563,
answer_gen_neglogp_mean,0.23540931221441175,
answer_gen_neglogp_std,0.23527338963451114,
answer_gen_negp_max,0.23531864446105685,
answer_gen_negp_mean,0.23538578127292878,
answer_gen_negp_min,0.2350797545402608,
answer_gen_negp_std,0.235203299750673,
lm_fullspan_lasttok_layer_-1,0.3597226201008398,
lm_fullspan_lasttok_layer_16,0.33400785489707974,
lm_fullspan_mean_layer_-1,0.33460008812711595,
lm_fullspan_mean_layer_16,0.31632573691242977,
lm_question_including_lasttok_layer_-1,0.3597226201008398,
lm_question_including_lasttok_layer_16,0.33400785489707974,
lm_question_including_mean_layer_-1,0.24997455304396068,
lm_question_including_mean_layer_16,0.29229793713447894,
lm_question_lasttok_layer_-1,0.38284032363840875,
lm_question_lasttok_layer_16,0.36757202446460724,
lm_question_mean_layer_-1,0.30161926446231546,
lm_question_mean_layer_16,0.2737557978917521,
