feature_label,linear,mlp
vision_mean_layer_-1,0.15944558583365548,
vision_mean_layer_12,0.19565292981266974,
lm_visual_lasttok_layer_-1,0.3890386732402775,
lm_visual_lasttok_layer_16,0.4139728003458844,
lm_visual_mean_layer_-1,0.3989639720353815,
lm_visual_mean_layer_16,0.42766417729647627,
lm_answer_lasttok_layer_-1,0.28788895597081215,
lm_answer_lasttok_layer_16,0.2625371232983113,
lm_answer_mean_layer_-1,0.3383270738952948,
lm_answer_mean_layer_16,0.2915861888560984,
answer_gen_entropy_max,0.10609704256057739,
answer_gen_entropy_mean,0.10597068071365356,
answer_gen_entropy_min,0.10107433795928955,
answer_gen_entropy_std,0.13757485527131294,
answer_gen_neglogp_mean,0.1088878597550922,
answer_gen_neglogp_std,0.1328022214041816,
answer_gen_negp_max,0.10609030723571777,
answer_gen_negp_mean,0.10715401850144068,
answer_gen_negp_min,0.10110229253768921,
answer_gen_negp_std,0.1307314967777994,
lm_fullspan_lasttok_layer_-1,0.34129204610817965,
lm_fullspan_lasttok_layer_16,0.34225482511292726,
lm_fullspan_mean_layer_-1,0.3761766892207993,
lm_fullspan_mean_layer_16,0.407755945811669,
lm_question_including_lasttok_layer_-1,0.34129204610817965,
lm_question_including_lasttok_layer_16,0.34225482511292726,
lm_question_including_mean_layer_-1,0.2951933881522467,
lm_question_including_mean_layer_16,0.26587477243836555,
lm_question_lasttok_layer_-1,0.4313283923148281,
lm_question_lasttok_layer_16,0.3912576348385256,
lm_question_mean_layer_-1,0.29570099408283,
lm_question_mean_layer_16,0.2930231005156206,
