feature_label,linear,mlp
vision_mean_layer_-1,0.5435562865497076,
vision_mean_layer_12,0.517797619047619,
lm_visual_lasttok_layer_-1,0.512109570802005,
lm_visual_lasttok_layer_16,0.5021983343776107,
lm_visual_mean_layer_-1,0.5608181913116124,
lm_visual_mean_layer_16,0.5155874060150376,
lm_answer_lasttok_layer_-1,0.7123979218880535,
lm_answer_lasttok_layer_16,0.7209954573934838,
lm_answer_mean_layer_-1,0.6801780492898915,
lm_answer_mean_layer_16,0.6913131787802841,
answer_gen_entropy_max,0.7950536497493734,
answer_gen_entropy_mean,0.7602467105263158,
answer_gen_entropy_min,0.5554093567251461,
answer_gen_entropy_std,0.8112900741436926,
answer_gen_neglogp_mean,0.755328425229741,
answer_gen_neglogp_std,0.7789144736842106,
answer_gen_negp_max,0.7688242742272346,
answer_gen_negp_mean,0.7493035975355054,
answer_gen_negp_min,0.4563498590225564,
answer_gen_negp_std,0.7807808583959899,
lm_fullspan_lasttok_layer_-1,0.5815785557644111,
lm_fullspan_lasttok_layer_16,0.6496923297827902,
lm_fullspan_mean_layer_-1,0.6096497754803676,
lm_fullspan_mean_layer_16,0.5857307330827068,
lm_question_including_lasttok_layer_-1,0.5815785557644111,
lm_question_including_lasttok_layer_16,0.6496923297827902,
lm_question_including_mean_layer_-1,0.6164878341687552,
lm_question_including_mean_layer_16,0.6764152568922306,
lm_question_lasttok_layer_-1,0.5788960682957394,
lm_question_lasttok_layer_16,0.6079496919381788,
lm_question_mean_layer_-1,0.5912690580618212,
lm_question_mean_layer_16,0.6173336988304094,
