feature_label,linear,mlp
vision_mean_layer_-1,0.21362299347917238,0.15842077357971923
vision_mean_layer_12,0.24287570632518607,0.18056012737624189
lm_visual_lasttok_layer_-1,0.2935934251187541,0.17817538004394964
lm_visual_lasttok_layer_16,0.3671068831327114,0.18909668510264538
lm_visual_mean_layer_-1,0.2576131483288944,0.16445895738846866
lm_visual_mean_layer_16,0.2856279809212854,0.16095918924250502
lm_answer_lasttok_layer_-1,0.28444254773517025,0.08904652936872862
lm_answer_lasttok_layer_16,0.16391906995616906,0.0841517271011645
lm_answer_mean_layer_-1,0.27346970970537643,0.09077938134841462
lm_answer_mean_layer_16,0.16338302771039043,0.0826566328446493
answer_gen_entropy_max,0.1475189799535359,0.14797822412446882
answer_gen_entropy_mean,0.16084509353477058,0.1595107300061706
answer_gen_entropy_min,0.18829434333329506,0.18716743345378983
answer_gen_entropy_std,0.14101434707747285,0.14045199862820038
answer_gen_neglogp_mean,0.16195581932651235,0.16028136120620348
answer_gen_neglogp_std,0.1503454881674009,0.14936662539311335
answer_gen_negp_max,0.1555834026835489,0.15415816373647528
answer_gen_negp_mean,0.16476560568978602,0.16328248006443605
answer_gen_negp_min,0.18900883884717387,0.18806774523241301
answer_gen_negp_std,0.14923094345111373,0.14821265664295102
lm_fullspan_lasttok_layer_-1,0.23039972893101104,0.11083829875850508
lm_fullspan_lasttok_layer_16,0.22368846466460973,0.11132228078571617
lm_fullspan_mean_layer_-1,0.25861517429774533,0.16082142504817204
lm_fullspan_mean_layer_16,0.2570543387997235,0.1592431424040321
lm_question_including_lasttok_layer_-1,0.23039972893101104,0.11083829875850508
lm_question_including_lasttok_layer_16,0.22368846466460973,0.11132228078571617
lm_question_including_mean_layer_-1,0.24764714337198446,0.14552963028351465
lm_question_including_mean_layer_16,0.23125870541689245,0.1389848605749455
lm_question_lasttok_layer_-1,0.23658786751065694,0.13507187070576013
lm_question_lasttok_layer_16,0.28264519794190185,0.14626322005023348
lm_question_mean_layer_-1,0.23606757890987903,0.14871166524946267
lm_question_mean_layer_16,0.2383281908242415,0.1411746468210051
